# id,sphere,gamma
699825,743,96
699826,178,84
699827,610,29
699828,897,62
699829,607,100
699830,178,85
699831,811,90
699832,902,46
699833,89,47
699834,89,71
699835,843,36
699836,918,69
699837,918,69
699838,897,65
699839,610,28
699840,910,59
699841,178,89
699842,843,38
699843,89,70
699844,416,100
699845,89,74
699846,348,98
699847,811,91
699848,897,63
699849,918,69
699850,610,33
699851,610,32
699852,607,98
699853,233,34
699854,897,61
699855,892,78
699856,931,60
699857,246,93
699858,89,83
699859,178,83
699860,204,86
699861,811,89
699862,246,94
699863,918,66
699864,842,58
699865,918,67
699866,233,35
699867,233,42
699868,871,76
699869,89,67
699870,89,75
699871,89,78
699872,610,27
699873,466,27
699874,178,89
699875,884,70
699876,89,64
699877,879,86
699878,868,48
699879,178,89
699880,212,92
699881,743,96
699882,89,80
699883,233,45
699884,709,97
699885,635,51
699886,792,43
699887,790,89
699888,89,58
699889,233,29
699890,178,88
699891,610,26
699892,675,98
699893,918,67
699894,382,100
699895,843,38
699898,89,81
699899,607,100
699900,89,84
699901,89,53
699902,233,39
699905,123,91
699907,863,63
699908,233,60
699909,416,100
699910,607,100
699911,777,82
699912,610,27
699913,897,63
699914,212,91
699915,450,101
699916,811,92
699917,89,70
699918,484,100
699919,610,27
699920,610,28
699921,910,55
699922,178,86
699923,233,39
699924,910,58
699925,89,71
699926,89,49
699927,868,48
699928,902,46
699929,910,55
699930,233,33
699931,610,27
699932,905,72
699933,89,58
699934,910,56
699937,89,82
699938,89,50
699939,89,52
699940,89,74
699941,897,64
699942,610,27
699943,466,25
699944,233,32
699945,436,30
699946,89,73
699947,89,56
699948,178,88
699949,233,38
699950,89,80
699951,610,32
699952,212,92
699954,178,86
699956,89,60
699958,871,77
699959,905,76
699960,178,90
699961,89,70
699962,918,68
699963,696,88
699964,89,23
699965,89,70
699966,905,72
699967,89,61
699968,858,84
699969,845,89
699970,743,94
699971,233,34
699972,884,69
699973,89,52
699974,89,61
699975,466,27
699976,89,52
699977,910,66
699978,843,30
699979,709,97
699980,233,33
699981,777,93
699982,892,80
699983,89,82
699984,212,92
699985,889,53
699986,610,28
699987,610,31
699988,233,34
699989,233,42
699990,416,99
699992,466,27
699993,889,50
699994,610,27
699995,889,54
699996,212,90
699997,233,37
699998,348,98
699999,573,100
700000,843,35
700001,610,27
700002,233,36
700003,902,47
701443,905,72
701444,34,68
701445,931,54
701446,918,69
701447,610,30
701448,792,41
701449,824,70
701450,732,85
701451,0,18
701452,843,33
701453,256,78
701454,5,82
701455,466,24
701456,751,70
701457,690,44
701458,682,39
701459,690,43
701460,881,39
701461,599,78
701462,811,77
701463,89,58
701464,167,85
701465,766,75
701466,643,59
701467,89,44
701468,89,34
701469,868,52
701470,18,82
701471,47,82
701472,470,34
701473,881,31
701474,7,74
701475,162,81
701476,280,82
701477,0,89
701478,610,34
701479,610,15
701480,408,78
701481,819,75
701482,745,75
701483,724,23
701485,703,42
701487,821,51
701488,20,14
701489,233,26
701490,89,81
701491,86,91
701492,0,22
701493,565,72
701495,889,52
701496,614,37
701497,89,57
701498,884,63
701499,89,32
701500,102,89
701501,89,66
701502,766,74
701503,10,81
701504,178,75
701505,34,78
701506,89,29
701507,0,20
701508,89,49
701509,99,78
701511,233,35
701512,614,46
701513,824,70
701514,395,103
701515,614,45
701516,169,26
701517,601,59
701518,212,92
701519,889,32
701520,86,91
701521,25,26
701522,648,46
701523,455,77
701524,233,38
701525,89,50
701527,233,66
701529,89,72
701530,614,56
701531,59,21
701532,724,43
701533,18,85
701534,114,24
701535,444,38
701536,233,23
701537,662,79
701538,843,26
701539,233,43
701540,931,59
701541,233,50
701542,233,55
701543,918,67
701544,277,114
701545,89,56
701546,233,42
701547,416,99
701548,34,82
701549,677,43
701550,0,28
701551,610,36
701552,0,28
701553,65,78
701554,0,59
701555,599,86
701556,183,98
701557,0,77
701558,233,22
701559,89,41
701562,89,68
701563,233,64
701564,758,43
701565,191,83
701570,89,51
701571,26,19
701572,478,39
701573,682,57
701574,89,45
701577,785,73
701578,808,55
701579,89,68
701580,7,16
701581,327,102
701582,233,41
701583,233,41
701584,777,81
701587,675,70
701589,233,26
701590,89,48
701591,89,58
701593,641,77
701594,853,67
701595,233,36
701596,662,83
701597,89,86
701598,690,61
701599,923,36
701600,246,93
701601,233,31
701602,306,81
701603,89,23
701604,233,55
701605,89,75
701606,714,79
701607,591,92
701608,0,72
701609,89,62
701610,353,76
701611,26,84
701612,34,69
701613,89,69
701614,233,28
701615,2,86
701616,648,33
701617,128,75
701618,654,93
701619,60,79
701620,89,61
701621,662,76
701622,89,71
701623,450,97
701624,212,86
701625,0,76
701626,39,78
701627,610,18
701628,89,67
701629,178,33
701630,89,59
701631,326,17
701632,99,96
701633,641,70
701634,491,37
701635,740,103
701636,107,92
701637,610,28
701638,824,65
701639,89,64
701640,654,104
701641,601,59
701642,183,87
701643,52,83
701644,599,69
701645,753,62
701646,607,99
701647,89,21
701648,811,58
701649,233,29
701650,89,44
701651,635,62
701652,766,94
701653,0,77
701654,601,51
701655,457,35
701656,0,73
701657,931,60
701658,0,86
701659,89,84
701660,86,84
701661,222,85
701662,491,44
701663,610,18
701664,89,31
701665,688,75
701666,89,31
701667,89,26
701668,897,63
701669,188,80
701670,821,84
701671,565,78
701672,586,94
701673,832,62
701674,580,39
701675,732,51
701676,233,40
701677,233,36
701678,89,39
701679,112,83
701680,89,66
701681,743,69
701682,89,28
701683,368,37
701684,436,35
701685,727,88
701686,491,42
701687,233,28
701688,926,52
701689,677,60
701690,169,18
701691,141,85
701692,178,86
701693,834,61
701694,690,61
701695,86,77
701696,782,85
701697,790,60
701698,0,66
701699,86,91
701701,233,19
701702,800,89
701703,89,69
701704,233,30
701706,89,26
701707,233,33
701708,89,25
701709,675,71
701710,580,36
701711,897,67
701712,845,88
701713,610,44
701714,635,47
701715,39,79
701716,779,62
701717,89,66
701718,18,82
701719,743,66
701720,47,75
701721,546,42
701722,233,18
701723,610,23
701724,785,71
701725,832,68
701726,777,69
701727,34,76
701728,771,42
701729,89,27
701730,233,48
701731,918,68
701732,476,88
701733,722,75
701734,233,33
701735,120,87
701736,703,38
701737,819,72
701738,233,38
701739,858,60
701740,89,38
701741,366,85
701742,183,75
701743,677,46
701744,81,77
701745,690,42
701746,610,26
701747,89,71
701748,656,53
701749,44,81
701750,866,64
701751,233,60
701752,463,89
701753,764,76
701754,89,68
701755,233,64
701756,233,40
701757,843,35
701758,52,96
701759,745,71
701760,89,17
701761,654,76
701762,233,52
701763,766,72
706368,178,90
706369,233,65
706370,868,42
706371,777,93
706372,858,84
706373,233,29
706374,233,38
706375,327,99
706376,696,71
706377,89,61
706378,382,97
706379,843,35
706380,777,93
706381,233,39
706382,348,98
706383,89,64
706384,675,98
706387,233,43
706388,332,79
707713,233,54
707714,233,34
707721,607,96
707724,709,68
707736,601,50
707738,89,64
707743,52,76
707746,89,23
707753,931,60
707756,546,43
707758,178,82
707767,353,77
707768,233,35
707770,52,78
707774,905,73
707776,89,20
707779,52,80
707784,610,28
707786,845,88
707788,565,75
707793,89,52
707795,203,22
707799,0,59
707801,233,69
707802,178,83
707804,610,37
709346,47,20
709347,774,84
709348,779,31
709349,178,84
709350,580,48
709351,675,66
709352,518,99
709353,89,52
709354,298,93
709355,625,89
709356,499,30
709357,178,86
709358,169,27
709359,690,89
709360,0,70
709361,714,87
709362,923,37
709363,89,73
709364,18,77
709365,89,43
709366,884,58
709367,610,29
709368,233,33
709369,89,55
709370,298,73
709371,23,71
709372,376,19
709373,204,90
709374,141,76
709375,10,84
709376,233,32
709377,871,87
709378,939,62
709379,233,29
709380,198,18
709381,285,90
709382,209,81
709383,0,72
709384,285,85
709385,89,83
709386,939,41
709387,533,51
709388,89,58
709389,306,93
709390,89,69
709391,178,72
709392,233,45
709393,466,24
709394,766,80
709395,89,70
709396,233,40
709397,518,77
709398,89,57
709399,879,88
709400,89,73
709401,648,77
709402,0,77
709403,161,20
709404,800,74
709405,450,99
709406,798,54
709407,233,55
709408,703,22
709409,813,57
709410,89,54
709411,607,100
709412,233,45
709413,15,89
709414,198,17
709415,829,84
709416,353,72
709417,400,94
709418,476,67
709419,374,99
709420,233,40
709421,879,86
709422,2,75
709423,635,74
709424,610,29
709425,366,75
709426,89,31
709428,348,98
709429,800,84
709430,798,80
709431,436,28
709433,136,21
709434,843,35
709435,675,94
709436,89,51
709437,811,92
709438,123,91
709439,779,58
709440,233,52
709441,233,20
709442,94,86
709443,233,29
709444,89,52
709445,858,78
709446,884,83
709447,843,45
709448,777,80
709449,212,90
709450,610,39
709451,484,101
709452,703,42
709453,89,38
709454,897,61
709455,89,71
709456,233,43
709457,610,27
709458,178,83
709459,743,95
709460,115,79
709461,918,69
709462,89,62
709463,233,45
709464,120,83
709465,811,91
709466,233,20
709467,690,43
709468,94,84
709469,798,70
709470,89,81
709471,466,35
709472,89,25
709473,743,96
709474,89,54
709475,871,78
709476,89,58
709477,843,32
709478,889,46
709479,610,25
709480,484,100
709481,233,25
709482,798,69
709483,843,36
709484,89,65
709485,843,38
709486,89,34
709487,178,88
709489,931,61
709490,233,31
709491,233,29
709492,610,27
709493,89,71
709494,233,40
709495,89,53
709496,539,100
709497,743,93
709498,724,43
709499,89,73
709500,123,84
709501,610,30
709502,858,84
709503,89,63
709504,610,28
709505,89,67
709506,614,44
709507,910,57
709508,918,68
709509,73,80
709510,89,66
709511,675,97
709512,868,45
709513,314,96
709514,546,40
709515,813,50
709516,777,93
709517,843,30
709518,89,41
709519,38,17
709520,610,28
709521,834,48
709522,559,28
709523,484,100
709524,580,44
709525,518,96
709526,675,97
709527,233,35
709528,89,39
709529,233,30
709530,881,43
709531,89,62
709532,233,32
709533,824,83
709534,416,99
709535,233,37
709536,843,38
709537,811,74
709538,868,46
709539,675,83
709540,429,92
709541,871,79
709542,89,48
709543,89,62
709544,89,82
709545,905,71
709546,832,59
709547,745,48
709548,0,78
709549,843,36
709550,819,78
709551,905,75
709552,34,80
709553,89,57
709554,614,46
709555,233,37
709556,233,54
709557,779,60
709558,690,49
709559,89,48
709560,648,43
709561,89,35
709562,607,91
709563,845,70
709564,845,84
709565,675,81
709566,89,70
709567,233,34
709568,89,63
709569,89,39
709570,798,72
709571,777,74
709572,910,58
709573,89,62
709574,314,97
709575,89,59
709576,580,47
709577,34,72
709578,819,69
709579,792,44
709580,834,64
709581,233,30
709582,233,45
709583,89,24
709584,225,97
709585,442,92
709586,821,77
709587,18,79
709588,565,80
709589,847,36
709590,233,45
709591,408,78
709592,89,68
709594,491,38
709595,897,63
709596,826,41
709597,931,60
709598,233,21
709599,89,73
709600,89,82
709601,89,52
709602,876,58
709603,233,19
709604,89,63
709605,233,35
709606,89,58
709607,832,68
709609,635,59
709610,881,43
709611,466,27
709612,868,48
709613,89,50
709614,863,81
709615,610,27
709616,843,37
709617,89,57
709618,610,35
709619,89,62
709620,709,92
709621,546,40
709622,889,51
709623,884,73
709624,89,64
709625,811,92
709626,826,42
709627,669,44
709628,610,26
709629,89,28
709630,889,46
709631,450,96
709632,178,82
709633,243,88
709634,843,30
709635,157,90
709636,233,39
709637,89,60
709638,89,44
709639,845,88
709640,798,72
709641,466,26
709642,910,56
709643,233,32
709644,798,74
709645,89,82
709646,610,27
709647,89,71
709648,233,50
709649,196,91
709650,34,74
709651,89,77
709652,610,26
709653,790,89
709654,89,85
709655,395,101
709656,13,75
709657,374,86
709658,845,79
709659,758,55
709660,233,26
709661,884,71
709662,233,31
709663,573,100
709664,89,31
709665,743,80
709666,89,54
709667,89,40
709668,89,80
709669,89,56
709670,610,28
709671,89,77
709672,233,31
709673,868,48
709674,178,86
709675,843,40
709676,233,32
709677,89,71
709678,863,68
709679,89,35
709680,905,73
709681,89,67
709682,897,67
709683,89,42
709684,89,78
709685,233,39
709686,484,100
709687,0,21
709688,730,69
709689,89,28
709690,233,27
709691,89,55
709692,243,82
709693,876,66
709694,89,36
709696,610,25
709697,233,28
709698,89,68
709699,610,30
709701,847,45
709702,798,77
709703,641,98
709704,824,96
709705,889,52
709706,246,94
709707,610,29
709708,573,100
709709,89,78
709710,162,82
709711,902,44
709712,905,74
709713,837,90
709714,382,93
709715,889,51
709716,798,66
709717,449,28
709718,89,51
709719,233,23
709720,89,56
709721,89,78
709722,89,55
709723,889,53
709724,233,22
709725,610,27
709726,466,27
709727,847,40
709728,89,57
709729,233,29
710075,381,35
710076,0,82
710077,510,68
710078,89,49
710079,868,47
710080,0,65
710081,858,84
710082,512,50
710084,91,84
710085,123,38
710086,246,93
710087,478,38
710088,89,78
710089,233,44
710090,233,29
710091,89,66
710092,233,37
710094,610,27
710095,410,33
710096,23,71
710097,610,28
710098,89,70
710099,826,40
710100,675,99
710101,610,25
710102,387,75
710103,675,62
710104,777,91
710105,620,69
710106,709,60
710107,610,27
710108,845,85
710109,178,37
710110,811,83
710111,89,82
710112,89,52
710113,243,79
710114,178,84
710115,99,79
710116,905,71
710117,751,63
710118,292,32
710120,0,94
710121,178,89
710122,89,70
710123,259,96
710124,416,99
710125,89,61
710126,68,22
710127,68,30
710128,233,40
710129,819,64
710130,868,48
710131,512,53
710132,610,27
710133,811,93
714213,233,39
714214,832,59
714215,233,47
714216,26,78
714217,178,83
714220,203,22
714221,910,58
714222,905,71
714223,897,63
714224,89,36
714225,233,29
714226,610,24
714227,709,69
714228,837,77
714229,233,43
714230,89,77
714231,858,83
714232,610,31
714233,233,43
714235,89,79
714236,858,79
714237,858,82
714238,792,37
714239,89,55
714240,89,68
714243,292,23
714245,102,79
714246,466,29
714247,845,88
714248,910,57
714249,876,58
714250,610,28
714251,233,34
714252,89,51
714254,233,62
714255,233,38
714256,843,36
714257,89,57
714258,709,97
714259,656,66
714261,843,34
714262,89,64
714263,858,83
714264,89,35
714265,233,34
714267,178,88
714268,918,67
714611,34,27
714612,531,70
714613,758,64
714614,821,87
714615,233,40
714616,423,4
714617,89,31
714618,669,12
714619,316,117
714620,23,90
714621,717,72
714622,764,69
714623,0,86
714624,630,56
714625,0,66
714626,2,68
714627,609,52
714628,764,62
714629,198,15
714630,0,25
714631,682,74
714632,25,35
714633,724,70
714634,65,81
714635,233,27
714636,7,26
714637,47,32
714638,7,79
714639,112,80
714640,853,55
714641,0,34
714642,233,61
714643,588,57
714644,68,58
714645,764,62
714646,120,71
714647,10,93
714648,65,96
714649,89,33
714650,381,8
714651,656,81
714652,0,36
714653,47,68
714654,233,47
714655,34,43
714656,455,71
714657,212,66
714658,400,75
714659,0,81
714660,233,6
714661,656,12
714663,546,43
714664,743,58
714666,677,84
714667,154,93
714669,999,15
714671,233,35
714673,672,73
714674,740,106
714675,233,44
714676,233,51
714677,89,76
714679,0,86
714680,256,116
714681,654,95
714682,761,51
714683,256,95
714684,539,81
714685,167,93
714686,233,26
714687,510,78
714688,301,69
714689,86,76
714690,233,16
714691,178,43
714692,89,34
714693,732,65
714694,719,103
714695,127,14
714696,146,101
714697,690,73
714698,73,85
714699,13,48
714700,89,35
714701,889,51
714702,591,78
714703,376,17
714704,656,46
714705,559,45
714706,233,26
714707,785,62
714708,120,85
714709,233,15
714710,233,11
714711,610,47
714712,858,85
714713,34,91
714714,612,76
714715,89,50
714716,758,76
714717,13,65
714718,89,29
714719,345,78
714720,565,81
714721,764,70
714722,89,25
714723,656,46
714724,601,45
714725,512,38
714726,790,60
714727,680,70
714728,60,66
714729,656,83
714730,638,81
714731,758,84
714732,233,43
714734,779,78
714735,523,82
714736,0,62
714737,651,103
714738,785,61
714739,89,22
714740,233,22
714741,0,52
714742,601,46
714744,466,42
714745,450,77
714746,25,20
714747,536,84
714748,154,71
714749,326,26
714750,233,22
714751,0,62
714752,751,75
714753,0,73
714754,677,40
714755,696,74
714756,0,80
714757,0,57
714758,233,16
714759,450,78
714760,146,91
714761,68,11
714762,690,83
714763,89,66
714764,196,83
714765,512,14
714766,651,111
714767,478,43
714768,89,21
717974,889,49
717975,803,91
717976,233,30
717978,233,33
717981,843,36
717982,879,81
717984,233,36
717985,843,36
717987,850,79
717988,610,32
717990,178,90
717991,826,41
717993,858,83
717994,89,28
717995,902,44
717999,233,20
718000,821,75
718001,610,28
718002,610,28
718003,233,18
718004,429,87
718005,89,73
718006,233,35
718007,429,89
718008,382,93
718009,450,100
718010,89,67
718011,233,38
718012,466,27
718013,843,30
718014,843,37
718015,811,91
718016,89,81
718017,610,27
718018,466,28
718019,923,40
718020,470,34
718021,868,47
718022,89,65
718023,610,24
718024,466,27
720295,89,40
720296,319,83
720297,518,91
720298,539,100
720299,654,89
720300,843,36
720301,905,71
720302,280,93
720303,89,65
720304,233,34
720305,233,38
720306,743,95
720307,178,86
720308,450,100
720309,803,79
720310,233,35
720311,178,86
720312,879,86
720313,610,18
720314,233,29
720315,610,29
720316,89,73
720317,246,93
720318,843,35
720319,89,62
720320,89,60
720321,641,95
720322,610,19
720323,677,35
720324,94,86
720326,552,102
720327,811,91
720329,89,68
720330,777,94
720331,89,93
720332,905,73
720334,855,47
720335,843,38
720336,910,55
720337,879,86
720338,233,38
720340,641,99
720341,233,42
720342,89,72
720343,233,30
720345,89,62
720347,382,99
720348,573,98
720349,879,87
720350,826,40
720351,178,83
720352,89,82
720353,178,86
720354,845,88
720355,89,78
720356,89,83
720360,610,29
720361,610,30
720362,826,41
720363,843,39
720364,89,60
720365,905,71
720366,484,101
720367,709,96
720368,539,100
720369,178,88
720370,843,33
720371,233,30
720372,607,99
720373,610,27
720374,905,72
720375,89,62
720376,675,96
720377,826,40
720378,610,27
720379,837,77
720380,327,100
720381,843,38
720382,94,51
720383,233,36
720384,845,90
720385,233,48
720390,89,69
720392,610,27
720394,918,59
720395,610,28
720396,607,99
720398,233,44
720399,89,46
720400,89,52
720402,892,77
720403,217,96
720404,610,30
720405,843,42
720406,610,27
720407,89,58
720408,89,70
720409,871,78
720411,610,33
720412,382,99
720413,709,88
720414,918,68
720415,484,102
720416,89,64
720417,89,71
720418,834,46
720419,233,44
720420,89,63
720421,191,94
720422,905,76
720423,876,58
720424,675,98
720425,847,41
720426,826,45
720427,843,41
720429,552,103
720430,871,78
720431,843,37
720433,89,63
720434,89,56
720435,416,94
720436,837,88
720437,843,34
720438,233,32
720439,89,61
720440,212,49
720441,233,47
720442,233,40
720443,89,57
720444,233,39
720445,89,50
720446,610,31
720447,416,99
720448,843,38
720449,212,86
720451,450,102
720452,212,92
720453,918,61
720454,843,36
720455,826,40
720456,610,28
720457,5,92
720458,610,33
720459,191,91
720460,233,41
720461,233,36
720462,123,83
720463,931,59
720464,123,88
720465,610,29
720466,484,97
720467,450,96
720468,89,52
720469,858,82
720470,280,95
720471,633,91
720472,233,37
720473,863,68
720474,89,78
720475,811,90
720476,233,29
720477,610,33
720478,837,83
720479,89,63
720480,233,46
720481,610,26
720482,466,27
720483,89,66
720484,178,86
720485,89,85
720486,89,64
720487,89,64
720488,824,81
720489,889,48
720490,610,27
720491,191,90
720494,89,70
720495,855,56
720496,610,26
720497,183,93
720498,233,31
720499,610,31
720500,853,66
724075,897,64
724076,881,41
724077,233,32
724079,89,78
724080,641,99
724081,610,31
724082,233,30
724083,178,83
724084,881,41
724085,826,40
724086,843,36
724087,466,27
724088,89,53
724089,843,39
724090,259,96
724091,897,65
724092,233,39
724093,233,35
724094,610,28
724095,89,74
724096,897,64
724097,845,84
724098,897,63
724099,573,100
724100,233,45
724101,777,93
724102,884,70
724103,233,39
724104,178,82
724105,233,39
724106,879,86
724107,641,99
724108,233,46
724109,843,39
724110,382,96
724111,845,89
724112,89,61
724113,843,33
724114,879,86
724115,897,64
724116,89,57
724117,879,86
724118,881,41
724119,233,37
724120,233,33
724121,641,99
724122,918,63
724123,610,27
724124,233,45
724125,89,76
724126,233,36
724127,466,27
724128,905,72
724129,897,62
724130,233,41
724131,212,90
724132,889,54
724133,845,89
724134,610,30
724135,89,80
724136,450,99
724137,889,53
724138,610,27
724139,610,29
724140,484,101
724141,89,47
724142,847,44
724143,233,35
724144,905,76
724145,918,66
724146,777,94
724147,892,82
724148,233,27
724149,178,90
724150,314,96
724151,233,39
724152,89,79
724153,897,64
724154,811,90
724155,610,27
724156,743,96
724157,314,94
724158,868,48
724159,902,47
724160,884,71
725738,52,89
725740,89,77
725741,178,89
725742,546,47
725743,892,78
725744,89,32
725745,382,99
725746,89,63
725747,314,96
725748,843,34
725749,897,64
725750,539,100
725751,89,50
725752,897,62
725753,233,36
725754,843,34
725755,610,29
725756,892,81
725757,233,31
725758,892,80
725759,387,79
725760,824,88
725761,190,15
725762,785,66
725763,610,27
725765,233,45
725766,89,67
725767,89,53
725768,879,85
725769,112,84
725770,777,90
725771,178,37
725772,847,43
725773,233,34
725774,89,75
725775,233,31
725776,233,37
725777,641,98
725778,135,24
725779,416,100
725780,259,98
725781,610,38
725782,868,49
725783,123,87
725784,897,62
725785,610,29
725786,89,74
725787,675,102
725788,610,27
725789,233,21
725790,44,78
725791,675,98
725792,233,39
725794,610,38
725795,578,90
725796,466,27
725797,89,72
725798,897,62
725799,89,53
725800,858,84
725801,610,31
725802,858,79
725803,610,27
725804,0,70
725805,178,86
725806,89,82
725807,675,98
725808,89,21
725810,826,40
725811,89,80
725812,881,43
725813,905,73
725815,89,63
725816,777,94
725817,792,40
725818,884,69
725819,233,30
725820,790,87
725821,905,73
725822,89,79
729422,112,100
729423,89,29
729424,18,80
729425,267,65
729426,89,47
729427,711,67
729428,233,39
729429,405,103
729430,44,75
729432,722,56
729433,0,85
729434,366,76
729435,824,48
729436,233,18
729437,795,39
729438,13,82
729439,688,66
729440,52,79
729441,233,25
729442,588,37
729443,604,82
729444,635,60
729445,233,29
729446,913,49
729447,89,85
729448,233,18
729449,573,75
729450,711,96
729451,610,47
729452,610,58
729453,314,73
729454,824,52
729455,4,84
729456,311,91
729457,60,67
729458,0,79
729459,44,91
729460,724,84
729461,0,79
729462,233,33
729463,31,69
729464,233,39
729465,259,72
729466,0,97
729467,13,11
729468,167,81
729469,44,82
729470,178,32
729471,523,81
729472,656,23
729705,610,28
729706,89,77
729707,845,90
729708,881,43
729709,881,43
729710,233,32
729711,450,99
729712,233,43
729714,314,97
729716,233,33
729717,89,67
729718,892,80
729719,889,50
729720,897,62
729722,843,33
729723,233,40
729725,843,32
729726,233,40
729727,89,65
729728,610,26
735253,358,80
736875,450,100
736876,450,100
736877,709,97
736878,89,33
736879,573,100
736880,607,98
736881,157,84
736882,607,100
736883,847,42
736884,233,47
736885,382,99
736886,89,74
736887,416,99
736888,811,92
736889,811,91
736890,89,69
736891,89,80
736892,881,37
736893,777,95
736894,843,36
736895,89,61
736896,610,30
736897,607,94
736898,868,49
736899,892,80
736900,89,61
736901,466,28
736902,89,79
736903,505,93
736904,89,52
736905,233,33
736906,178,85
736907,910,58
736909,868,47
736910,843,35
736911,743,96
736912,233,36
736913,123,88
736914,178,88
736915,233,40
736916,233,31
736917,610,30
736918,905,76
736919,233,34
736920,89,62
736921,892,80
736922,89,46
736923,573,100
736924,892,82
736925,89,80
736926,306,103
736927,889,54
736928,845,88
736929,348,98
736930,89,76
736931,484,100
736932,607,98
736933,233,38
736934,843,39
736935,918,64
736936,573,100
736937,573,90
736938,89,68
736939,89,46
736940,89,53
736941,610,27
736942,259,95
736943,826,39
736944,703,55
736945,607,99
736946,89,51
736947,314,97
736948,89,76
736949,314,97
736950,607,99
736951,918,68
736952,89,62
736953,798,85
736954,233,40
736955,89,79
736956,0,70
736957,811,91
736958,868,47
736959,466,23
736961,178,84
736963,845,90
736964,675,98
736965,905,73
736967,233,14
736968,416,99
736969,233,32
736970,466,37
736971,669,39
736972,889,50
736973,843,38
736974,703,74
736975,897,64
736976,489,80
736977,610,24
736978,607,100
736979,466,23
736980,610,27
736981,845,89
736982,813,16
736983,610,27
736985,565,98
736986,902,45
736987,850,55
736988,604,104
736989,175,75
736990,233,26
736991,89,61
736992,233,37
736993,233,42
736994,233,45
736995,52,94
736996,89,77
736997,280,95
736998,89,62
736999,89,53
737000,858,65
737001,233,10
737002,843,37
737003,212,92
737004,871,77
737005,610,27
737006,593,40
737007,889,52
737008,675,97
737009,918,69
737010,884,71
737011,450,100
737609,743,95
737610,246,93
737612,466,28
737613,918,65
737614,610,22
737615,881,43
737616,610,32
737617,918,68
737618,466,28
737619,466,27
737620,450,100
737621,178,90
737622,233,45
737623,233,32
737625,905,77
737627,610,33
737628,779,52
737629,484,100
737630,779,44
737631,832,74
737632,709,96
737633,463,91
737634,931,60
737635,737,42
737636,212,90
737637,610,27
737638,89,62
737639,843,34
737640,573,100
737641,648,41
737642,450,101
737643,518,100
737644,573,100
737645,777,93
737646,905,73
737648,777,91
737650,416,100
737652,610,34
737654,89,59
737658,178,90
737659,610,26
737661,233,30
737662,905,76
737663,881,42
737664,918,69
737665,858,88
737666,89,72
737667,212,90
737669,610,27
737670,758,51
737671,382,98
737672,871,78
737673,879,86
737674,178,86
737675,539,100
737676,89,78
737677,610,30
737678,272,98
737679,843,39
737680,89,62
737681,89,28
737682,845,88
737684,931,61
737686,847,44
737687,610,31
737688,246,93
737689,610,31
737690,233,38
737693,879,86
737694,233,37
737695,233,34
737696,610,27
737697,212,92
737698,466,28
737699,89,76
737700,340,87
737701,897,64
737702,233,38
737703,233,29
737704,834,52
737705,382,99
737707,89,28
737711,233,29
737712,178,89
737713,902,46
737714,89,60
737715,382,101
737716,858,76
737717,743,96
737718,89,60
737720,89,78
737721,918,68
737722,233,30
737723,610,27
737724,923,49
737725,709,88
737726,466,28
737727,868,49
737728,466,27
737729,233,32
737731,834,60
737732,178,84
737733,89,77
737734,466,27
737735,884,70
737737,484,100
737738,811,92
737739,905,74
737741,246,93
737742,843,38
737743,709,97
737744,879,86
737745,484,100
737748,610,27
737749,246,93
737750,843,38
737751,233,37
737752,395,100
737753,620,85
737754,879,86
737755,89,60
737756,777,93
737757,89,61
737759,905,75
737760,586,91
737762,89,31
737764,610,27
737765,771,43
737766,89,81
737767,233,30
737768,709,98
737769,233,48
737770,897,65
737771,178,83
737772,89,67
737774,777,94
737776,843,33
737777,233,33
737778,573,100
737779,178,88
737780,610,28
737781,280,95
737783,89,58
737784,843,39
737785,246,94
737786,450,100
737788,233,33
737789,233,47
737791,811,83
737792,39,61
737793,845,90
737794,89,71
737795,89,65
737796,89,30
737797,233,38
737798,233,22
737799,246,94
737800,212,92
737801,811,91
737802,233,31
737803,905,74
737804,89,67
737805,178,84
737806,843,38
737808,89,31
737809,68,85
737810,858,84
737811,178,88
737812,382,99
737813,233,27
737814,89,49
737815,89,75
737817,233,31
737818,89,49
737819,910,58
737820,897,60
737821,178,85
737822,233,39
737823,233,31
737824,614,32
737825,724,43
737826,233,22
737827,89,64
737828,89,79
737829,868,48
737830,879,87
737831,902,46
737832,233,47
737833,89,65
737834,724,44
737835,89,81
737836,892,79
737837,843,39
737838,918,61
737839,89,59
737840,233,29
737841,610,27
737843,233,29
737845,89,58
737848,497,96
737850,89,59
737851,858,84
737852,811,92
737853,902,47
737854,89,80
737855,157,86
737858,233,42
737859,89,59
737860,779,51
737861,845,88
737864,811,90
737865,843,39
737866,779,56
737867,463,92
737868,610,28
737869,758,41
737870,89,72
737871,89,50
737872,879,87
737873,233,32
737874,610,28
737875,89,64
737876,89,80
737877,892,81
737878,610,27
737879,89,68
737880,89,36
737881,89,31
737882,510,94
737883,905,74
737884,233,42
737885,429,92
737886,607,99
737888,813,53
739760,484,101
739761,123,87
739762,89,62
739763,280,94
739764,89,48
739765,89,85
739766,798,64
739767,89,83
739768,233,49
739770,905,76
739771,871,77
739772,610,32
739773,711,88
740449,533,48
740450,884,68
740451,918,67
740452,531,83
740453,89,64
740455,248,96
740456,675,98
740457,610,27
740458,656,54
740459,89,64
740460,368,30
740461,264,80
740462,675,98
740463,89,19
740464,233,38
