# id,sphere,gamma
692304,518,98
692305,280,93
692306,868,46
694350,889,49
694351,868,49
694352,709,95
694353,233,30
694354,578,89
694355,868,49
694356,654,94
694357,868,50
694359,709,95
694360,709,94
694361,868,49
694362,868,49
694363,868,49
694364,868,49
694365,868,48
694366,868,48
694367,868,50
694368,868,50
694369,868,50
694370,868,50
694371,868,50
694372,868,49
694374,868,49
694375,868,49
694376,868,48
694377,868,48
694378,675,95
694379,675,95
694380,89,78
694381,675,94
694382,89,79
694383,233,30
694384,89,79
694385,641,96
694386,89,79
694387,233,31
694388,868,48
694389,641,95
694390,868,48
694391,641,96
694392,868,49
694393,675,95
694394,89,76
694395,675,95
694396,868,49
694397,641,95
694398,868,50
694399,641,96
694400,868,49
694401,675,96
694402,89,77
694403,641,95
694404,868,48
694405,675,95
694406,89,79
694407,675,94
694408,89,78
694409,675,95
694410,868,49
694411,675,95
694412,178,79
694413,675,94
694415,641,95
694416,89,79
694417,868,47
694418,641,96
694419,847,45
694420,607,95
694421,847,47
694422,641,95
694423,868,47
694424,641,95
694425,89,79
694426,641,96
694427,178,81
694428,233,28
694429,868,47
694430,586,96
694432,902,45
694498,450,98
694499,314,96
694500,843,38
694501,847,41
694502,233,33
694503,233,31
694504,233,29
694505,552,99
694506,450,98
694507,348,97
694508,610,33
694509,826,39
694510,826,42
694511,233,33
694512,709,96
694513,484,99
694514,382,97
694515,610,33
694516,843,41
694517,233,33
694518,586,98
694520,314,95
694521,843,37
694522,826,42
694523,233,35
694524,675,97
694525,518,98
694526,610,31
694527,843,37
694528,826,42
694529,233,33
694530,675,96
694531,484,98
694532,450,98
694533,610,33
694534,843,38
694535,233,34
694536,675,97
694537,484,98
694538,610,33
694539,826,40
694540,826,43
694541,233,31
694542,607,98
694543,484,98
694544,610,32
694545,610,35
694546,792,43
694547,777,92
694549,466,29
694550,256,82
694551,610,32
694552,826,39
694553,89,77
694554,497,95
694555,610,33
694556,843,39
694557,233,29
694558,610,27
694560,843,38
694561,868,49
694562,518,98
694563,843,34
694564,826,39
694565,709,96
694566,610,28
694567,610,33
694568,843,39
694569,847,41
694570,889,48
694571,552,99
694572,313,30
694573,843,33
694574,826,41
694575,847,44
694576,868,47
694577,709,97
694578,552,99
694579,610,27
694580,348,97
694581,610,34
694582,826,39
694583,847,42
694584,868,49
694585,573,99
694586,484,99
694587,610,32
694589,233,30
694590,518,100
694591,610,28
694592,610,32
694593,843,38
694594,826,40
694595,743,96
694596,518,100
694597,610,26
694598,610,33
694599,843,37
694600,826,40
694601,610,32
694602,843,38
694603,178,86
694604,709,98
694605,484,99
694606,361,97
694607,610,32
694608,246,91
694609,843,39
694610,843,37
694611,826,38
694612,233,32
694613,654,97
694615,429,97
694616,610,30
694617,610,32
694618,843,37
694619,826,39
694620,868,45
694621,709,98
694622,518,100
694623,610,28
694624,610,32
694625,843,38
694626,826,39
694627,847,44
694629,552,100
694630,610,26
694631,610,30
694632,610,32
694633,843,36
694634,826,39
694635,826,42
694636,847,45
694637,813,47
694638,688,96
694639,552,100
694640,610,27
694642,610,33
694643,843,37
694644,792,40
694645,743,95
694646,552,99
694647,610,28
694648,610,32
694649,826,37
694652,847,44
694653,843,38
694654,610,33
694655,484,98
694656,607,99
694657,523,89
694658,233,35
694659,826,39
694660,610,32
694661,610,26
694662,709,96
694663,826,41
694664,826,39
694665,843,34
694667,466,25
694668,466,27
694669,233,29
694670,847,43
694671,826,39
694672,843,35
694673,610,34
694674,610,28
694675,466,27
694676,620,98
694677,709,97
694678,847,43
694679,843,39
694680,843,37
694682,610,27
694683,450,99
694684,233,29
694685,847,43
694686,843,37
694688,610,26
694689,633,95
694690,826,41
694692,429,98
694693,709,96
698239,826,43
698243,843,42
698245,610,28
698247,843,41
698251,178,86
698252,610,31
698254,178,87
698260,178,87
698263,178,86
698266,826,41
698274,610,31
698276,178,85
698280,178,85
698289,843,42
698290,314,92
698293,212,86
698294,178,81
699704,610,33
699705,610,34
699706,610,33
699707,610,34
699708,610,33
699709,610,34
699710,610,34
699711,610,33
699712,610,34
699713,280,93
699714,610,34
699715,610,33
699716,610,33
699717,314,93
699718,610,34
699719,610,34
699720,610,34
699722,610,34
699723,610,34
699724,314,94
699725,610,34
699726,610,33
699727,610,34
699728,610,34
699729,610,34
699730,610,33
699731,610,33
699732,610,34
699733,610,34
699734,610,34
699735,610,34
699736,610,34
699737,610,34
699738,610,33
699739,610,34
699740,610,34
699741,610,33
699742,610,34
699743,610,33
699744,610,33
699745,610,32
699746,314,95
699747,314,94
699748,314,92
699749,259,93
699750,314,93
699751,314,94
699752,280,93
699753,280,94
699754,259,93
699755,259,92
699756,259,93
699757,293,94
699758,314,94
699759,314,94
699760,314,94
699761,314,94
699762,293,96
699763,259,96
699764,293,96
699765,293,96
699766,293,95
699767,293,95
699768,259,94
699769,259,95
699770,314,94
699771,259,95
699772,293,94
699773,259,94
699774,314,94
699775,293,96
699776,314,95
699777,314,95
699778,314,94
699779,259,94
699780,259,93
699781,314,95
699782,314,95
699783,259,93
699784,259,94
699785,314,93
699786,314,93
699787,259,93
699788,314,93
699789,610,33
699790,314,94
699791,314,93
699792,314,95
699793,314,93
699794,314,93
699795,610,32
699796,610,33
699797,610,32
699798,314,95
699799,610,32
699800,610,31
699801,154,78
699802,610,30
699803,610,34
699804,610,33
699805,610,32
699806,314,93
699807,610,33
699808,280,94
699809,610,33
699810,610,33
699812,610,33
699813,610,32
699814,610,32
699815,610,34
699816,610,34
699817,280,94
699818,610,33
699819,610,33
699820,610,33
699821,610,34
699822,610,33
699823,610,33
699824,610,34
699825,610,33
699826,610,34
699827,610,34
699828,610,34
699829,610,33
699830,610,32
699831,610,33
699832,610,33
699833,610,33
699834,610,33
699835,610,32
699836,610,33
699837,610,33
699838,610,32
699839,610,30
699840,610,30
699841,610,30
699842,610,30
699843,843,29
699844,610,29
699845,843,30
699846,314,93
699847,259,92
699848,293,93
699849,314,92
699850,314,93
699851,314,93
699852,314,94
699853,314,94
699854,293,92
699855,280,94
699856,293,94
699857,280,94
699858,314,93
699859,280,94
699860,259,94
699861,314,93
699862,280,93
699863,314,94
699864,259,94
699865,314,95
699866,314,93
699867,259,93
699868,314,93
699869,314,93
699870,259,94
699871,259,94
699872,259,95
699873,280,94
699874,259,93
699875,314,94
699876,314,94
699877,259,94
699878,280,93
699879,314,93
699880,280,93
699881,280,93
699882,314,93
699883,314,92
699884,280,94
699885,314,93
699886,280,93
699887,280,93
699888,314,93
699889,314,93
699890,314,94
699891,280,93
699892,280,93
699893,280,93
699894,314,93
699895,314,94
699898,610,32
699899,610,31
699900,610,33
699901,610,33
699902,610,32
699905,610,32
699907,610,33
699908,610,33
699909,610,33
699910,610,33
699911,610,34
699912,610,34
699913,610,34
699914,610,33
699915,610,33
699916,610,33
699917,610,34
699918,610,34
699919,610,33
699920,610,33
699921,610,32
699922,610,33
699923,225,92
699924,610,35
699925,610,33
699926,610,34
699927,610,34
699928,610,34
699929,610,34
699930,610,33
699931,610,33
699932,610,33
699933,610,33
699934,610,32
699937,610,32
699938,610,33
699939,610,33
699940,610,32
699941,610,32
699942,610,32
699943,610,33
699944,610,33
699945,610,34
699946,610,33
699947,610,34
699948,610,34
699949,610,34
699950,610,34
699951,610,33
699952,610,33
699954,314,94
699956,314,92
699958,280,92
699959,238,89
699960,610,35
699961,314,93
699962,314,93
699963,280,92
699964,314,92
699965,314,93
699966,314,92
699967,314,93
699968,314,93
699969,314,94
699970,314,93
699971,314,93
699972,314,92
699973,314,93
699974,314,92
699975,259,92
699976,280,92
699977,610,35
699978,314,93
699979,314,91
699980,314,92
699981,314,92
699982,259,91
699983,314,94
699984,314,92
699985,610,36
699986,314,93
699987,314,94
699988,610,34
699989,314,93
699990,314,94
699992,314,93
699993,217,86
699994,314,92
699995,314,93
699996,280,92
699997,314,93
699998,610,33
699999,610,32
700000,314,94
700001,314,95
700002,314,94
700003,314,94
701443,233,31
701444,178,80
701445,233,32
701446,178,80
701447,233,32
701448,178,80
701449,233,32
701450,178,78
701451,233,31
701452,178,79
701453,233,32
701454,178,79
701455,233,32
701456,178,80
701457,233,31
701458,178,79
701459,233,32
701460,178,81
701461,233,33
701462,178,80
701463,233,32
701464,178,81
701465,233,33
701466,178,81
701467,233,31
701468,178,81
701469,233,33
701470,178,79
701471,233,32
701472,178,80
701473,233,32
701474,178,81
701475,233,32
701476,178,81
701477,233,32
701478,178,80
701479,233,33
701480,178,81
701481,233,33
701482,178,81
701483,641,95
701485,709,95
701487,633,95
701488,599,99
701489,157,85
701490,178,77
701491,178,77
701492,89,74
701493,709,95
701495,586,100
701496,518,100
701497,586,102
701498,466,19
701499,667,95
701500,178,87
701501,607,97
701502,641,95
701503,641,95
701504,641,96
701505,675,96
701506,573,94
701507,178,81
701508,607,94
701509,675,93
701511,552,97
701512,641,96
701513,233,24
701514,620,96
701515,233,22
701516,178,77
701517,157,78
701518,178,81
701519,484,100
701520,709,97
701521,709,97
701522,743,92
701523,123,87
701524,620,95
701525,466,26
701527,466,29
701529,610,25
701530,610,32
701531,610,27
701532,641,97
701533,709,95
701534,709,95
701535,709,97
701536,178,80
701537,178,82
701538,178,81
701539,826,45
701540,178,81
701541,178,82
701542,178,80
701543,178,81
701544,178,81
701545,178,80
701546,178,80
701547,178,80
701548,178,79
701549,178,79
701550,178,79
701551,178,80
701552,178,79
701553,178,79
701554,178,78
701555,178,79
701556,178,79
701557,178,79
701558,178,79
701559,178,79
701562,233,31
701563,233,31
701564,233,33
701565,233,33
701570,361,103
701571,518,101
701572,233,30
701573,654,99
701574,233,32
701577,233,31
701578,178,77
701579,178,77
701580,178,76
701581,178,75
701582,178,76
701583,178,76
701584,178,77
701587,484,95
701589,382,93
701590,293,92
701591,675,96
701593,620,96
701594,675,95
701595,586,96
701596,610,31
701597,298,82
701598,369,88
701599,610,37
701600,607,92
701601,675,96
701602,233,32
701603,314,87
701604,246,86
701605,484,95
701606,743,92
701607,610,31
701608,743,91
701609,450,94
701610,675,94
701611,505,94
701612,484,94
701613,416,92
701614,610,38
701615,610,36
701616,607,94
701617,675,94
701618,484,94
701619,573,95
701620,471,92
701621,450,88
701622,505,92
701623,198,44
701624,505,91
701625,610,34
701626,610,36
701627,497,92
701628,539,93
701629,539,93
701630,610,34
701631,450,91
701632,437,91
701633,709,94
701634,450,95
701635,610,34
701636,198,45
701637,539,96
701638,610,29
701639,610,33
701640,610,31
701641,466,30
701642,610,33
701643,610,35
701644,233,31
701645,293,91
701646,233,31
701647,314,92
701648,610,34
701649,610,34
701650,233,31
701651,610,35
701652,610,36
701653,233,33
701654,403,91
701655,314,91
701656,466,31
701657,327,90
701658,610,36
701659,233,31
701660,348,91
701661,348,91
701662,233,31
701663,293,102
701664,610,30
701665,314,92
701666,306,90
701667,340,91
701668,610,30
701669,610,33
701670,285,91
701671,348,94
701672,610,31
701673,610,27
701674,395,90
701675,610,30
701676,610,36
701677,466,29
701678,340,91
701679,610,31
701680,361,90
701681,610,31
701682,340,90
701683,610,32
701684,348,96
701685,610,29
701686,348,93
701687,340,90
701688,233,32
701689,233,33
701690,675,92
701691,233,33
701692,466,32
701693,701,92
701694,233,29
701695,233,31
701696,233,33
701697,233,32
701698,722,93
701699,743,93
701701,641,93
701702,675,94
701703,233,31
701704,233,32
701706,599,95
701707,675,93
701708,675,94
701709,233,31
701710,641,93
701711,641,94
701712,641,93
701713,641,94
701714,654,93
701715,675,94
701716,641,94
701717,675,95
701718,709,93
701719,466,35
701720,620,94
701721,607,93
701722,607,94
701723,641,94
701724,641,94
701725,641,94
701726,675,93
701727,675,93
701728,675,92
701729,641,93
701730,641,93
701731,709,93
701732,743,93
701733,466,35
701734,466,34
701735,466,34
701736,233,36
701737,654,93
701738,688,93
701739,233,31
701740,233,32
701741,466,32
701742,233,31
701743,466,33
701744,484,98
701745,610,32
701746,466,31
701747,233,32
701748,233,32
701749,178,81
701750,178,80
701751,89,79
701752,847,46
701753,847,46
701754,847,45
701755,847,45
701756,81,77
701757,178,82
701758,178,82
701759,178,81
701760,178,82
701761,178,80
701762,178,81
701763,868,45
706368,610,30
706369,826,39
706370,408,95
706371,610,33
706372,843,39
706373,843,39
706374,610,26
706375,610,33
706376,843,37
706377,607,98
706378,843,38
706379,518,99
706380,610,33
706381,843,40
706382,518,99
706383,610,32
706384,843,38
706387,610,34
706388,484,99
707713,610,33
707714,826,42
707721,610,28
707724,792,40
707736,847,40
707738,450,97
707743,610,29
707746,847,40
707753,610,29
707756,826,40
707758,484,98
707767,843,40
707768,792,44
707770,450,97
707774,610,28
707776,843,38
707779,450,96
707784,610,27
707786,843,39
707788,484,97
707793,610,28
707795,843,38
707799,198,40
707801,843,38
707802,233,34
707804,610,27
709346,455,73
709347,421,73
709348,455,74
709349,601,66
709350,656,69
709351,656,69
709352,656,67
709353,601,68
709354,656,68
709355,656,68
709356,601,67
709357,601,67
709358,610,28
709359,610,28
709360,610,28
709361,881,43
709362,610,28
709363,601,67
709364,421,76
709365,421,74
709366,510,70
709367,421,76
709368,510,72
709369,421,77
709370,601,64
709371,601,68
709372,455,75
709373,656,66
709374,601,68
709375,601,68
709376,421,72
709377,387,74
709378,421,74
709379,421,73
709380,421,74
709381,421,73
709382,421,74
709383,421,74
709384,421,73
709385,421,74
709386,421,74
709387,421,75
709388,421,75
709389,421,75
709390,421,75
709391,421,75
709392,421,76
709393,421,76
709394,421,72
709395,421,73
709396,421,75
709397,421,74
709398,421,74
709399,421,74
709400,421,74
709401,476,74
709402,421,75
709403,476,75
709404,421,76
709405,421,75
709406,476,77
709407,476,76
709408,421,73
709409,421,75
709410,421,75
709411,421,75
709412,421,76
709413,476,77
709414,455,76
709415,421,71
709416,476,74
709417,421,73
709418,421,74
709419,476,74
709420,421,74
709421,421,74
709422,421,75
709423,421,74
709424,476,75
709425,421,75
709426,573,99
709428,610,32
709429,348,97
709430,518,98
709431,314,95
709433,539,97
709434,610,32
709435,573,98
709436,610,34
709437,361,99
709438,610,34
709439,216,28
709440,843,36
709441,466,27
709442,348,96
709443,610,32
709444,610,28
709445,610,32
709446,610,33
709447,466,28
709448,610,31
709449,843,36
709450,233,26
709451,610,33
709452,607,98
709453,843,38
709454,212,88
709455,610,28
709456,843,36
709457,466,27
709458,843,37
709459,211,36
709460,843,37
709461,610,29
709462,843,36
709463,610,27
709464,843,37
709465,233,26
709466,843,37
709467,610,29
709468,843,37
709469,408,93
709470,246,90
709471,484,98
709472,843,36
709473,610,28
709474,843,36
709475,408,93
709476,246,90
709477,610,28
709478,610,30
709479,610,30
709480,610,32
709481,610,31
709482,610,32
709483,610,31
709484,610,31
709485,610,32
709486,610,31
709487,610,31
709489,610,32
709490,610,31
709491,610,32
709492,610,31
709493,610,32
709494,610,32
709495,610,31
709496,610,30
709497,610,32
709498,610,32
709499,610,32
709500,348,96
709501,610,31
709502,253,42
709503,395,95
709504,610,29
709505,382,96
709506,610,31
709507,610,32
709508,610,32
709509,610,32
709510,610,33
709511,610,32
709512,610,33
709513,610,32
709514,610,32
709515,610,32
709516,610,32
709517,348,95
709518,610,31
709519,610,32
709520,610,32
709521,610,31
709522,610,31
709523,610,33
709524,610,31
709525,610,33
709526,610,33
709527,610,33
709528,675,97
709529,826,42
709530,847,43
709531,826,42
709532,843,38
709533,843,37
709534,843,35
709535,675,96
709536,675,96
709537,843,38
709538,843,41
709539,843,40
709540,843,40
709541,826,40
709542,843,39
709543,843,39
709544,843,40
709545,843,41
709546,843,40
709547,843,40
709548,675,95
709549,675,95
709550,675,95
709551,675,94
709552,843,41
709553,843,40
709554,843,38
709555,843,39
709556,675,95
709557,675,96
709558,843,40
709559,843,38
709560,675,96
709561,843,38
709562,641,97
709563,843,39
709564,675,96
709565,843,37
709566,641,97
709567,843,37
709568,843,37
709569,843,38
709570,843,37
709571,843,37
709572,843,37
709573,843,38
709574,843,38
709575,641,97
709576,586,96
709577,641,96
709578,610,34
709579,610,34
709580,843,37
709581,641,96
709582,843,34
709583,607,95
709584,843,35
709585,843,35
709586,610,36
709587,610,34
709588,607,96
709589,610,33
709590,610,35
709591,610,35
709592,610,35
709594,610,35
709595,610,36
709596,610,36
709597,610,36
709598,586,96
709599,610,35
709600,610,36
709601,610,37
709602,610,37
709603,610,33
709604,610,34
709605,610,36
709606,610,35
709607,610,36
709609,610,33
709610,610,30
709611,573,95
709612,573,95
709613,233,28
709614,573,96
709615,518,96
709616,214,65
709617,539,95
709618,610,36
709619,610,34
709620,610,35
709621,610,30
709622,539,95
709623,573,96
709624,539,95
709625,573,94
709626,607,93
709627,539,95
709628,610,33
709629,843,37
709630,843,36
709631,843,36
709632,843,36
709633,843,37
709634,484,98
709635,518,98
709636,225,100
709637,610,32
709638,518,98
709639,843,36
709640,484,98
709641,843,36
709642,843,35
709643,484,98
709644,601,35
709645,573,97
709646,408,92
709647,843,36
709648,539,97
709649,843,37
709650,573,97
709651,843,37
709652,607,96
709653,162,81
709654,518,97
709655,225,89
709656,573,98
709657,843,36
709658,573,97
709659,610,36
709660,573,97
709661,141,80
709662,518,96
709663,573,98
709664,843,37
709665,143,41
709666,843,37
709667,518,98
709668,843,37
709669,843,37
709670,573,98
709671,843,37
709672,573,97
709673,843,37
709674,573,98
709675,843,36
709676,607,97
709677,843,36
709678,610,33
709679,206,54
709680,505,95
709681,610,35
709682,484,94
709683,429,94
709684,484,94
709685,484,94
709686,429,92
709687,539,94
709688,539,94
709689,610,36
709690,539,95
709691,610,35
709692,539,94
709693,843,35
709694,505,94
709696,450,96
709697,280,92
709698,484,95
709699,484,95
709701,450,95
709702,610,35
709703,610,34
709704,610,33
709705,610,34
709706,610,32
709707,610,33
709708,610,33
709709,610,33
709710,610,34
709711,610,33
709712,610,34
709713,610,34
709714,610,34
709715,610,34
709716,610,34
709717,314,94
709718,610,30
709719,610,33
709720,450,96
709721,450,96
709722,450,95
709723,610,34
709724,311,79
709725,539,95
709726,539,95
709727,539,94
709728,505,95
709729,610,35
710075,709,97
710076,843,35
710077,843,35
710078,743,95
710079,843,36
710080,688,96
710081,212,91
710082,212,92
710084,212,91
710085,688,96
710086,212,91
710087,212,93
710088,688,96
710089,212,91
710090,212,93
710091,212,92
710092,722,95
710094,843,37
710095,743,96
710096,212,91
710097,722,95
710098,178,90
710099,743,96
710100,191,92
710101,212,93
710102,709,98
710103,212,91
710104,688,96
710105,212,92
710106,191,93
710107,743,95
710108,843,35
710109,743,96
710110,212,92
710111,737,31
710112,722,95
710113,843,35
710114,259,95
710115,743,96
710116,843,35
710117,843,35
710118,743,96
710120,843,35
710121,843,35
710122,843,34
710123,743,97
710124,743,97
710125,688,97
710126,212,91
710127,743,94
710128,212,91
710129,178,89
710130,743,94
710131,777,93
710132,191,92
710133,847,43
714213,843,35
714214,233,35
714215,573,99
714216,224,30
714217,157,92
714220,429,98
714221,843,31
714222,233,36
714223,395,100
714224,233,41
714225,607,98
714226,225,92
714227,233,38
714228,466,30
714229,256,83
714230,191,92
714231,178,84
714232,233,32
714233,610,26
714235,233,36
714236,607,98
714237,306,98
714238,843,38
714239,233,33
714240,610,26
714243,847,41
714245,777,92
714246,466,27
714247,610,26
714248,191,95
714249,847,39
714250,868,46
714251,233,29
714252,610,26
714254,847,40
714255,868,45
714256,233,30
714257,610,27
714258,610,26
714259,178,87
714261,868,44
714262,675,97
714263,198,39
714264,212,92
714265,847,42
714267,868,48
714268,466,28
714611,491,46
714612,512,46
714613,491,45
714614,491,45
714615,546,45
714616,546,45
714617,565,68
714618,565,71
714619,512,44
714620,512,46
714621,599,72
714622,546,47
714623,654,71
714624,512,46
714625,546,48
714626,599,69
714627,546,48
714628,654,71
714629,546,48
714630,599,71
714631,546,46
714632,599,71
714633,546,45
714634,546,47
714635,599,72
714636,546,45
714637,546,47
714638,546,49
714639,491,47
714640,599,69
714641,599,70
714642,512,52
714643,546,50
714644,512,50
714645,565,65
714646,565,67
714647,565,65
714648,512,50
714649,512,48
714650,565,64
714651,491,48
714652,620,65
714653,457,45
714654,654,64
714655,565,66
714656,565,68
714657,565,67
714658,599,70
714659,491,46
714660,455,72
714661,387,72
714663,387,72
714664,387,72
714666,298,74
714667,387,73
714669,387,72
714671,298,74
714673,476,70
714674,298,74
714675,298,75
714676,353,75
714677,353,76
714679,298,74
714680,298,71
714681,209,72
714682,264,75
714683,353,72
714684,567,56
714685,298,74
714686,442,70
714687,243,76
714688,476,69
714689,353,71
714690,442,70
714691,298,74
714692,387,73
714693,497,70
714694,298,74
714695,387,73
714696,565,65
714697,298,74
714698,387,73
714699,353,72
714700,442,72
714701,243,75
714702,531,66
714703,298,74
714704,209,74
714705,264,74
714706,298,72
714707,531,68
714708,332,72
714709,442,70
714710,209,74
714711,546,48
714712,512,48
714713,457,42
714714,709,64
714715,599,66
714716,512,45
714717,654,63
714718,654,66
714719,512,48
714720,457,42
714721,654,62
714722,654,64
714723,567,58
714724,654,68
714725,347,38
714726,421,77
714727,565,70
714728,654,65
714729,743,64
714730,565,68
714731,421,77
714732,599,66
714734,565,69
714735,381,39
714736,565,67
714737,654,63
714738,347,38
714739,491,46
714740,599,66
714741,387,75
714742,491,45
714744,599,66
714745,599,70
714746,599,68
714747,654,65
714748,512,53
714749,512,49
714750,654,64
714751,512,49
714752,423,49
714753,599,70
714754,654,67
714755,402,43
714756,654,66
714757,510,75
714758,457,48
714759,688,65
714760,423,44
714761,546,47
714762,546,49
714763,567,52
714764,546,44
714765,565,73
714766,512,47
714767,567,53
714768,654,72
717974,610,33
717975,610,34
717976,610,33
717978,610,32
717981,314,92
717982,610,34
717984,610,33
717985,610,33
717987,280,94
717988,610,33
717990,610,33
717991,610,32
717993,610,34
717994,610,33
717995,280,93
717999,259,93
718000,280,94
718001,610,33
718002,259,94
718003,610,32
718004,610,32
718005,610,32
718006,610,33
718007,610,33
718008,314,94
718009,314,95
718010,293,92
718011,314,94
718012,610,32
718013,217,90
718014,314,94
718015,314,95
718016,314,95
718017,259,94
718018,314,95
718019,610,31
718020,610,33
718021,610,32
718022,314,95
718023,610,33
718024,314,95
720295,826,37
720296,868,48
720297,89,78
720298,233,32
720299,777,91
720300,89,79
720301,233,31
720302,400,90
720303,868,47
720304,641,97
720305,178,81
720306,826,41
720307,233,32
720308,178,83
720309,233,35
720310,89,79
720311,868,48
720312,89,76
720313,847,44
720314,847,45
720315,743,93
720316,233,38
720317,178,77
720318,889,54
720319,233,32
720320,709,97
720321,468,82
720322,826,40
720323,709,95
720324,826,41
720326,688,98
720327,610,27
720329,847,47
720330,233,31
720331,233,37
720332,826,42
720334,586,96
720335,868,50
720336,826,42
720337,641,96
720338,178,84
720340,484,97
720341,212,87
720342,847,45
720343,327,96
720345,573,98
720347,847,48
720348,586,97
720349,847,46
720350,847,45
720351,416,97
720352,843,39
720353,843,37
720354,212,88
720355,868,49
720356,518,97
720360,178,86
720361,889,51
720362,39,66
720363,620,97
720364,868,48
720365,868,51
720366,675,97
720367,889,54
720368,89,75
720369,89,75
720370,675,96
720371,868,53
720372,675,97
720373,868,51
720374,889,52
720375,675,97
720376,641,97
720377,889,53
720378,675,96
720379,889,51
720380,641,98
720381,889,52
720382,675,97
720383,834,51
720384,843,34
720385,484,98
720390,610,32
720392,843,36
720394,641,98
720395,675,97
720396,89,38
720398,843,38
720399,212,89
720400,843,40
720402,610,33
720403,610,32
720404,610,33
720405,826,42
720406,847,43
720407,178,82
720408,178,85
720409,178,86
720411,607,97
720412,233,36
720413,847,46
720414,843,39
720415,843,39
720416,843,39
720417,610,33
720418,586,95
720419,607,98
720420,466,29
720421,466,29
720422,610,36
720423,314,93
720424,610,33
720425,610,31
720426,348,94
720427,610,31
720429,233,36
720430,610,32
720431,610,35
720433,610,33
720434,610,34
720435,610,33
720436,233,29
720437,233,35
720438,233,33
720439,233,33
720440,868,48
720441,843,34
720442,212,91
720443,89,73
720444,607,97
720445,868,51
720446,843,39
720447,889,51
720448,675,96
720449,641,97
720451,641,96
720452,889,54
720453,889,55
720454,607,98
720455,889,55
720456,620,96
720457,889,55
720458,675,96
720459,889,57
720460,675,96
720461,889,55
720462,675,94
720463,889,54
720464,889,55
720465,641,98
720466,641,97
720467,889,57
720468,641,97
720469,889,55
720470,675,96
720471,675,95
720472,889,57
720473,675,96
720474,889,55
720475,709,95
720476,889,55
720477,709,94
720478,889,57
720479,889,55
720480,675,95
720481,889,57
720482,675,96
720483,889,55
720484,675,95
720485,889,56
720486,709,95
720487,889,55
720488,675,96
720489,889,56
720490,826,39
720491,847,45
720494,282,64
720495,233,37
720496,743,91
720497,233,35
720498,737,40
720499,847,46
720500,792,45
724075,843,34
724076,450,98
724077,450,98
724079,843,38
724080,843,37
724081,484,98
724082,843,37
724083,484,99
724084,429,97
724085,450,98
724086,484,99
724087,843,38
724088,843,37
724089,843,38
724090,826,38
724091,843,38
724092,826,40
724093,843,38
724094,843,38
724095,843,37
724096,843,37
724097,450,99
724098,212,91
724099,843,36
724100,429,97
724101,843,37
724102,206,55
724103,843,37
724104,484,99
724105,843,40
724106,484,99
724107,843,37
724108,484,99
724109,843,35
724110,484,98
724111,484,98
724112,610,29
724113,610,28
724114,212,90
724115,233,28
724116,212,90
724117,211,36
724118,843,36
724119,256,81
724120,246,90
724121,484,98
724122,843,36
724123,340,96
724124,843,35
724125,450,97
724126,610,28
724127,843,35
724128,518,98
724129,843,34
724130,395,96
724131,843,36
724132,484,98
724133,843,34
724134,374,94
724135,843,35
724136,610,29
724137,843,34
724138,193,63
724139,843,34
724140,610,29
724141,843,34
724142,227,59
724143,610,34
724144,290,76
724145,843,35
724146,610,29
724147,843,35
724148,610,28
724149,610,34
724150,610,28
724151,610,35
724152,193,62
724153,843,36
724154,450,98
724155,843,34
724156,610,29
724157,843,34
724158,450,98
724159,610,34
724160,610,27
725738,280,91
725740,246,89
725741,826,42
725742,518,95
725743,868,51
725744,847,47
725745,552,96
725746,847,46
725747,847,47
725748,868,50
725749,641,97
725750,868,49
725751,847,46
725752,868,50
725753,641,98
725754,868,49
725755,847,48
725756,847,49
725757,868,50
725758,586,98
725759,868,49
725760,868,49
725761,552,97
725762,868,49
725763,868,49
725765,484,97
725766,847,45
725767,847,48
725768,178,82
725769,847,46
725770,178,82
725771,847,47
725772,178,79
725773,178,79
725774,868,50
725775,518,97
725776,847,48
725777,847,47
725778,178,79
725779,641,97
725780,573,96
725781,709,95
725782,675,96
725783,675,96
725784,269,69
725785,777,93
725786,743,94
725787,466,28
725788,777,92
725789,233,25
725790,620,95
725791,607,98
725792,709,95
725794,777,93
725795,573,98
725796,675,96
725797,607,98
725798,607,98
725799,777,91
725800,610,27
725801,552,99
725802,573,98
725803,607,97
725804,709,96
725805,641,97
725806,743,94
725807,109,43
725808,607,97
725810,675,96
725811,233,32
725812,518,99
725813,573,97
725815,709,94
725816,518,98
725817,709,95
725818,573,99
725819,573,99
725820,233,35
725821,610,27
725822,610,28
729422,457,38
729423,491,38
729424,455,73
729425,491,41
729426,491,42
729427,510,72
729428,546,46
729429,510,70
729430,457,45
729432,565,70
729433,599,68
729434,510,71
729435,546,45
729436,510,71
729437,512,48
729438,510,72
729439,457,37
729440,512,47
729441,510,70
729442,565,67
729443,546,47
729444,512,45
729445,565,69
729446,565,68
729447,565,71
729448,565,69
729449,491,40
729450,565,69
729451,491,41
729452,565,70
729453,455,74
729454,546,45
729455,654,67
729456,688,66
729457,546,44
729458,421,80
729459,743,65
729460,457,43
729461,599,67
729462,332,79
729463,546,46
729464,599,69
729465,546,51
729466,565,68
729467,565,68
729468,512,38
729469,510,72
729470,546,45
729471,599,70
729472,491,49
729705,843,35
729706,843,38
729707,743,93
729708,256,77
729709,843,38
729710,826,39
729711,709,93
729712,484,96
729714,843,37
729716,843,37
729717,826,39
729718,709,94
729719,610,29
729720,610,30
