# id,k,j,i
740537,1,5,3
740538,2,5,2
740539,2,5,3
740540,2,5,2
740541,2,5,2
740542,2,5,2
740544,2,5,2
740545,2,5,3
740546,3,5,2
740547,1,5,3
740548,2,5,2
740549,2,5,2
740550,2,5,2
740551,2,5,3
740552,3,5,2
740553,2,4,2
740554,2,5,2
740555,2,4,3
740556,2,5,3
740558,1,5,2
740559,2,5,3
740561,2,4,3
740562,2,5,2
749030,2,5,3
749031,2,5,3
749032,2,5,3
749033,2,5,3
749034,2,5,3
749035,2,5,3
749036,3,4,3
749037,2,5,3
749038,2,5,3
749039,2,5,3
749040,2,5,3
749041,2,5,3
749042,2,5,3
749043,2,4,3
749044,2,5,3
749045,2,5,3
749046,2,5,3
749047,1,5,3
749048,2,5,3
749049,2,4,3
749050,2,4,3
749051,2,5,3
749052,1,5,3
749053,2,5,3
749054,2,5,3
749055,2,5,3
749056,1,5,3
749057,2,5,3
749058,2,5,3
749059,2,5,3
749060,2,5,3
749061,2,5,3
749062,3,5,4
749063,2,5,4
749064,2,5,3
749065,2,5,4
749066,3,5,3
749067,3,5,4
749068,3,5,3
749069,3,5,3
749070,3,5,3
749071,2,5,3
749072,2,5,3
749073,2,5,3
749074,3,5,3
749075,3,5,3
749076,3,5,3
749077,3,5,3
749078,3,5,3
749079,3,5,3
749080,3,5,3
749081,2,5,3
749082,3,5,3
749083,3,5,3
749084,1,5,3
749085,3,5,3
749086,2,5,3
749087,2,5,3
749088,2,5,3
749089,2,5,2
749090,2,5,3
751014,3,6,2
751015,2,6,3
751018,2,6,2
751020,2,6,2
751022,2,6,3
751023,2,6,2
751024,2,6,3
751025,2,5,2
751026,2,6,2
751027,2,6,2
751029,2,6,2
751032,2,6,2
751034,3,6,2
751038,2,6,2
751040,2,6,2
751043,2,6,2
751046,2,6,3
751048,2,6,2
751052,2,6,2
751055,2,6,2
751058,2,6,3
751061,2,6,2
751065,2,6,2
751075,2,6,2
751076,2,6,3
751077,2,6,2
751080,2,6,2
751085,2,6,2
751089,2,6,3
751093,2,6,2
751094,2,6,2
751099,2,6,2
751104,2,6,2
751109,2,6,2
751110,2,6,2
751113,2,6,2
751114,2,6,2
751118,2,6,2
751119,2,5,2
751121,2,6,2
751122,2,6,2
751126,2,5,3
751129,2,6,2
751130,2,6,2
751132,2,6,3
751133,2,6,3
751134,2,6,3
751136,2,6,2
751137,2,5,3
751140,2,6,3
751150,3,6,2
751151,2,6,3
751153,2,6,3
751154,2,6,3
751155,2,6,3
751157,2,6,2
751161,2,6,3
751162,2,6,2
751164,2,6,2
751166,2,6,2
751167,1,6,3
753307,2,4,2
753308,2,4,2
753309,2,4,2
753310,2,4,3
754827,2,4,2
754828,2,4,3
754829,2,4,2
754830,2,4,3
754831,2,4,2
754832,2,4,3
754833,2,4,3
754835,2,4,3
754836,2,4,2
754837,3,3,3
754838,1,3,2
754839,1,3,2
754840,2,4,3
754841,1,4,2
754842,1,4,2
754843,1,4,2
754844,2,4,2
754845,2,4,2
754846,2,4,2
754847,2,4,2
754848,2,4,2
754849,2,4,2
754850,2,4,2
754851,2,4,2
754852,2,4,2
754853,2,4,2
754854,2,4,2
754855,2,4,2
754856,2,4,2
754857,2,4,2
754858,2,4,2
754859,2,4,2
754860,2,4,3
754861,1,4,2
754862,2,4,2
754863,3,4,3
754864,2,4,2
754865,2,4,2
754866,2,4,2
754867,2,4,2
754868,2,4,2
754869,3,4,2
754870,2,4,2
754871,1,4,2
754872,2,4,3
754873,2,4,2
754874,2,4,2
754875,2,4,2
754876,2,4,2
754877,1,4,2
754878,2,4,2
754879,2,4,2
754880,3,4,2
754881,2,4,2
754882,2,4,2
756362,7,6,3
756363,7,6,3
756364,7,6,3
756365,7,6,3
756366,7,6,3
756367,6,6,3
756368,6,6,3
756369,7,6,3
756370,7,6,3
756371,7,6,3
756372,7,6,3
756373,7,6,1
756374,3,7,6
756376,7,6,3
756377,7,6,2
756378,3,7,6
756379,7,7,3
756380,3,7,7
756381,7,7,3
756382,7,6,3
756383,6,6,1
756384,3,7,7
756385,7,6,3
756386,7,6,1
756388,6,6,3
756389,7,6,1
756390,3,7,7
756391,7,7,3
756392,7,6,1
756393,3,7,6
756394,7,6,3
756395,4,7,6
756396,7,6,3
756397,5,7,6
756399,7,7,2
756400,3,7,7
756401,6,6,2
756402,2,7,6
756403,5,7,5
756404,7,6,2
756405,5,7,6
756406,7,6,3
756407,3,7,7
756408,7,6,3
756409,5,7,6
756410,7,6,2
756411,5,6,6
756412,3,7,7
756413,6,6,3
756414,7,7,3
756415,5,7,5
756416,6,7,4
756417,7,6,1
756419,6,7,1
756420,6,7,5
756421,6,7,2
756422,6,7,3
756423,6,7,4
756424,7,7,1
756425,6,7,4
756426,7,7,2
756427,7,7,2
756428,5,6,5
756429,6,6,5
756430,5,6,5
756431,6,6,4
756432,6,6,5
756434,4,7,6
756435,5,6,5
756439,4,7,6
756441,4,7,6
756442,4,6,6
756443,4,7,6
756444,6,6,4
756445,4,7,6
756446,7,6,3
756447,6,7,5
756448,7,6,3
756449,6,7,5
756450,6,6,4
756452,7,7,1
756453,6,7,4
756454,7,7,1
756455,6,7,5
756456,6,6,1
756457,6,7,5
756458,6,6,4
756459,6,7,5
756460,6,6,4
756461,5,6,6
756463,5,6,5
756464,6,6,4
756466,6,6,5
756467,4,6,7
756468,6,6,3
756470,6,6,3
756471,6,7,4
756472,7,7,4
756473,4,6,6
756474,2,7,7
756475,5,7,6
756476,7,6,3
756477,4,7,7
756480,6,6,4
756481,3,7,7
756482,6,7,4
756483,4,7,7
756484,6,6,3
756488,5,7,6
756489,6,6,4
756490,7,6,3
756491,4,7,7
756494,6,6,5
756495,3,7,7
756496,3,7,6
756497,6,6,4
756499,4,7,6
756500,6,6,4
756502,4,7,6
756503,6,5,1
756504,6,6,4
756505,5,6,6
756506,2,7,7
757269,2,6,3
757270,2,6,3
757271,3,6,2
757272,2,6,3
757273,2,6,2
757274,2,6,2
757276,2,6,3
757278,2,6,3
757279,2,6,2
757280,2,6,3
757281,2,6,3
757282,2,6,3
757283,2,6,2
757285,2,6,3
757286,2,6,2
757287,2,6,2
757288,2,6,2
757289,2,6,3
757291,2,6,2
757293,2,6,3
757294,2,6,3
757295,2,6,3
761198,6,3,1
761199,3,4,2
761200,3,5,2
761201,4,6,1
761202,4,6,2
761203,3,5,2
761204,3,5,2
761206,5,4,1
761207,3,5,2
761208,3,4,1
761209,3,4,2
761210,4,5,1
761211,3,5,1
761212,3,5,2
761213,3,4,2
761214,3,5,1
761215,4,6,1
761216,3,4,1
761217,3,4,1
761218,3,4,2
761219,4,6,1
761220,4,7,1
761221,3,6,1
761222,3,4,1
761223,4,6,1
761224,3,4,1
761225,3,5,1
761226,3,5,1
761227,4,3,1
761228,4,6,1
761229,3,5,1
761230,3,4,1
761231,4,5,1
761232,3,4,1
761234,3,4,2
761235,3,5,2
761236,3,6,2
761237,3,4,1
761238,4,6,2
761239,3,4,1
761240,3,4,1
761241,4,6,1
761242,3,4,1
761243,4,6,1
761244,3,5,2
761245,3,6,1
761246,3,4,1
761247,4,6,1
761248,3,4,2
761249,3,6,1
761250,3,5,1
761251,4,5,1
761252,4,5,1
761253,4,5,2
761254,4,5,1
761255,4,5,1
761256,4,4,1
761257,4,6,1
761258,4,4,2
761259,4,6,2
761260,4,6,1
761261,4,5,1
761262,4,4,2
761263,4,6,2
761265,4,5,1
761267,4,6,1
761268,4,5,2
761269,3,4,2
761270,4,6,2
761271,3,4,1
761272,4,6,2
761273,4,6,2
761274,4,6,2
761275,3,4,2
761276,4,6,2
761277,3,3,2
761278,4,5,2
761279,4,6,2
761280,3,4,2
761281,4,6,2
761282,3,4,2
761283,3,6,1
761284,4,6,2
761285,3,5,2
761286,4,6,2
761287,3,5,2
761288,3,5,2
761289,4,5,2
761290,4,5,2
763049,3,6,3
763050,3,5,2
763051,2,5,2
763053,2,5,2
763054,2,6,4
763055,3,5,1
763057,3,5,2
763058,3,5,2
763061,3,5,2
763062,4,3,4
763064,3,5,2
763065,3,5,2
763066,3,5,2
763068,3,5,2
763069,3,5,2
763071,3,5,2
763073,3,5,3
763075,3,6,2
763358,0,0,3
763359,1,1,3
763360,0,0,2
763361,1,1,2
763362,1,0,2
763363,1,1,3
763364,0,1,2
763365,1,0,3
763366,0,1,3
763367,1,1,3
763368,1,0,3
765629,6,4,3
765630,5,4,5
765631,6,4,2
765632,5,4,6
765633,6,4,2
765634,6,4,1
765635,5,4,5
765636,6,4,2
765637,5,4,6
765638,6,4,2
765639,5,4,6
765640,0,0,3
765641,1,1,3
765642,0,1,3
765643,1,1,3
765644,1,1,3
765646,0,1,4
765647,1,1,3
765648,1,2,3
765650,1,1,3
765651,2,0,3
765652,2,0,3
765653,1,0,3
765654,1,0,3
765655,2,1,2
765656,1,0,2
765658,1,1,4
765660,1,0,3
765662,1,1,2
765663,1,0,3
766657,4,7,4
766659,4,7,4
766660,4,7,3
766661,3,7,4
766662,4,7,3
766663,3,7,4
766664,3,7,4
766665,3,7,4
766666,2,7,4
766667,1,7,4
766670,2,7,4
766672,2,7,5
766674,2,7,4
766676,3,7,4
766677,2,7,4
766679,2,7,4
766683,3,7,3
766684,2,7,4
766687,2,7,4
766689,1,6,4
766690,2,7,4
766691,3,7,4
766694,2,7,4
766695,3,7,3
766697,2,7,4
766698,3,7,4
766700,4,7,3
766701,2,7,4
766702,2,7,4
766704,2,7,4
781759,2,6,2
781769,2,6,3
781787,2,6,2
781793,3,6,2
781810,2,6,2
781818,3,6,2
781830,3,6,2
781831,3,6,2
781833,3,6,2
781836,3,5,3
781839,3,5,2
787005,2,6,4
787007,2,5,3
787008,2,5,3
787009,2,5,3
787010,2,6,3
787012,2,5,4
787013,2,6,3
787014,2,5,4
787016,2,6,3
787018,2,5,4
787019,2,6,3
787020,3,3,6
787021,2,6,3
787022,2,6,3
787023,3,6,3
787024,2,5,3
787025,3,5,3
787027,2,6,2
787028,3,6,3
787030,3,5,3
787031,2,5,3
787032,2,6,3
787033,2,6,3
787035,3,6,3
787036,2,5,3
787037,2,6,3
787038,2,5,3
787039,2,6,3
787041,1,5,3
787042,2,5,3
787043,3,6,3
787044,2,5,3
787046,1,6,3
787047,2,5,3
787048,1,6,3
787049,2,5,3
787052,2,5,3
787053,2,4,4
787055,2,6,3
787058,2,6,3
787059,2,5,3
787060,2,5,3
787061,2,5,3
787062,2,6,3
787063,2,6,3
787064,3,6,3
787065,2,6,3
787066,3,5,3
787067,2,5,3
787068,2,5,3
787069,2,6,3
787070,2,6,3
787071,2,5,3
787072,3,3,4
787074,2,5,3
787075,2,5,3
787076,2,5,3
787077,2,6,2
787078,2,5,3
787079,2,5,3
787080,2,5,3
794684,2,5,3
794685,2,5,3
794686,2,5,3
794687,2,6,3
794688,2,6,3
794689,2,6,3
794690,2,5,3
794691,2,6,3
794692,3,6,3
794693,2,5,3
794694,2,6,3
794695,2,6,3
794696,2,6,3
794697,2,5,2
794698,2,6,3
794699,2,6,2
794700,2,6,3
794701,2,6,2
794702,2,6,2
794703,2,6,2
794704,2,6,2
794705,2,6,2
794706,2,6,2
794707,2,6,2
794708,2,6,2
794709,2,6,2
794710,2,6,2
794711,2,6,3
794712,2,6,2
794713,2,6,2
794714,2,6,2
794715,2,5,2
794716,2,6,2
794717,2,5,2
794718,2,5,2
794719,2,6,2
794720,2,6,2
794721,2,6,2
794722,2,6,2
794723,2,5,2
794724,2,6,2
794725,2,5,2
794726,2,6,2
794727,2,6,2
794728,2,6,2
794729,2,6,2
794730,2,6,2
794731,2,5,2
794732,2,5,2
794733,2,6,2
794734,3,5,3
794735,2,6,2
794736,2,6,2
794737,2,6,2
794738,2,5,3
794739,2,5,3
794740,2,6,3
794741,2,6,3
794742,2,5,4
794743,2,6,3
794744,2,5,3
794745,2,6,3
794746,2,6,3
794747,2,5,3
794748,2,6,3
794749,2,5,2
794750,2,5,3
794751,2,6,3
794752,2,6,3
794753,2,6,3
794754,2,5,3
794755,2,5,3
794756,2,6,3
794757,2,5,3
794758,2,6,3
794759,2,6,3
794760,2,6,3
794761,2,6,3
794762,2,5,3
794763,2,6,3
794764,2,6,3
794765,2,5,3
794766,2,5,3
794767,2,5,3
794768,2,5,3
794769,2,6,3
794770,2,5,3
794771,2,6,3
794772,2,6,3
794773,2,6,3
794774,2,6,3
794775,2,6,3
794776,2,6,3
794778,2,5,3
794779,2,5,3
794780,2,5,3
794781,2,5,3
794782,2,5,3
794785,2,6,3
794786,2,6,3
794787,2,6,2
794788,2,6,2
794789,2,5,2
794790,2,5,2
794791,2,6,2
794792,2,5,2
794793,2,5,2
794794,2,5,2
794795,2,5,2
794796,2,6,2
794797,2,5,2
794798,2,6,2
794799,2,5,3
794800,2,6,2
794801,2,6,2
794802,2,5,2
794803,2,6,2
794804,2,5,2
794805,2,6,2
794806,2,6,2
794807,2,5,2
794808,2,6,2
794809,2,6,2
794810,2,6,2
794811,2,6,2
794812,2,5,2
794813,3,6,2
794814,2,5,2
794815,2,6,2
794816,2,5,2
794817,2,6,2
794818,2,6,2
794819,3,6,2
794820,2,6,2
794821,2,6,2
794822,2,6,2
794823,2,5,2
794824,2,6,2
794825,2,6,2
794826,2,5,2
794827,2,5,2
794829,2,5,2
794830,2,6,2
794831,2,6,2
794832,2,6,2
794833,2,6,2
794834,2,6,3
794835,2,6,2
794836,2,6,2
794837,1,5,3
794839,2,6,3
794840,2,6,3
794841,2,6,3
794842,2,6,3
794843,2,6,3
794844,1,6,3
794845,2,5,3
794846,2,6,3
794847,1,6,3
794848,2,6,2
794849,2,6,3
794850,2,6,3
794851,2,6,3
794852,2,6,3
794853,2,5,3
794854,2,6,3
794855,2,6,3
794856,2,6,3
794857,2,6,3
794858,2,6,3
794859,2,6,3
794860,1,6,3
794861,2,6,3
794862,2,6,3
794863,2,6,3
794864,2,6,3
794865,2,6,3
794866,2,5,3
794868,2,6,3
794869,2,6,3
794870,2,6,3
794871,2,6,3
794872,2,6,3
794873,2,6,3
794874,2,6,3
794875,2,6,3
794876,1,6,3
794877,2,5,3
794878,2,5,3
794879,2,5,3
794880,2,6,2
794881,2,6,2
794882,2,6,2
794883,2,6,2
794884,2,6,2
794885,2,6,2
794886,2,6,2
794887,2,6,2
794888,2,6,2
794889,2,6,2
794890,2,6,2
794892,2,5,2
794893,2,6,2
794894,2,6,2
794895,2,6,2
794896,2,4,2
794897,2,6,2
794898,5,1,2
794899,2,6,2
794900,2,6,2
794901,2,5,2
794902,2,6,2
794903,2,6,2
794904,2,6,2
794905,2,5,2
794906,2,6,2
794907,2,6,2
794908,2,6,2
794909,2,6,2
794910,2,6,2
794911,2,6,2
794912,2,6,2
794913,2,6,2
794914,3,3,3
794915,2,5,2
794916,2,6,2
794917,2,6,2
794918,2,5,2
794919,1,5,3
794920,2,6,3
794921,2,6,3
794922,2,6,2
794923,2,6,2
794924,2,6,2
794925,2,5,2
794926,2,6,2
794927,2,6,2
794928,2,5,2
794929,2,6,2
794930,2,5,3
794931,2,5,3
794932,2,5,3
794933,2,5,3
794934,2,5,3
794935,2,5,3
794936,2,6,3
794937,2,5,3
794938,2,6,3
794939,2,6,3
794940,2,6,3
794941,2,6,3
794942,2,5,3
794943,2,5,3
794944,2,5,3
794945,2,5,3
794946,2,6,3
794947,2,5,3
794948,2,5,3
794949,2,6,3
794950,2,5,3
794951,2,5,3
794952,2,6,3
794953,2,6,3
794954,2,5,3
794955,2,5,3
794956,2,5,3
794958,2,6,3
799312,7,7,2
799313,6,6,1
799314,6,6,3
799766,1,6,3
799767,1,6,3
799768,3,6,2
799769,2,6,2
799770,3,6,3
799773,2,6,2
799774,2,6,2
799775,2,6,3
799776,2,6,3
799777,3,6,2
799778,3,6,2
799779,3,6,3
799780,2,6,2
799781,3,6,2
799782,3,6,2
799783,3,6,3
799784,3,6,3
799785,3,6,2
799786,3,6,2
799787,3,6,3
799788,3,6,3
801000,2,6,2
801002,2,6,3
801003,2,6,2
801004,2,6,2
801005,2,6,3
801006,2,6,2
801007,2,6,2
801008,2,6,2
801009,2,6,2
801010,2,6,2
801011,2,6,3
801012,2,6,3
801013,2,6,2
801014,2,6,2
801016,2,6,2
801017,2,6,2
801018,2,6,2
801019,2,6,3
801020,2,6,2
801021,2,6,2
801022,2,6,3
801023,2,6,2
801024,2,6,2
801025,2,6,2
801026,2,6,2
801027,2,6,2
801028,2,6,3
801029,2,6,2
801030,2,6,2
801032,2,6,2
801033,2,6,2
801035,2,6,3
801036,2,6,3
801037,2,6,2
801038,2,6,2
801039,2,6,3
801041,2,6,2
801042,2,6,3
801287,3,6,2
801289,3,6,2
801290,3,6,2
801291,3,6,2
801293,3,6,2
801294,3,6,2
801295,2,6,3
801296,3,6,2
801297,3,6,2
801298,3,6,3
801299,3,5,2
801300,3,6,2
801301,2,6,3
801303,2,6,3
801304,3,6,2
801305,3,6,2
801306,2,5,2
801307,3,6,2
801308,2,6,3
801309,3,6,3
801310,3,5,3
801311,3,6,2
801312,3,6,2
801313,2,6,2
801314,3,6,2
801315,3,6,2
801316,2,6,3
801317,3,6,2
801318,2,6,3
801319,3,6,2
801320,3,6,2
801321,2,6,3
801322,3,6,2
801323,3,5,2
801324,3,6,2
801325,2,6,3
801326,3,6,3
801327,2,6,3
801328,2,6,2
801329,2,6,1
801330,2,6,2
801332,2,5,3
801333,2,6,2
801334,2,6,2
801335,1,6,2
801336,2,6,2
801337,2,6,2
801338,2,6,3
801339,2,6,3
801340,2,6,2
801341,2,6,2
801343,2,6,3
801344,2,6,2
801345,2,6,2
801346,2,6,2
801347,2,6,2
801348,2,6,2
801349,2,6,2
801350,2,6,2
801351,2,6,2
801352,2,6,2
801353,2,6,3
801354,2,6,2
801355,2,6,2
801356,2,6,2
801357,2,6,2
803896,2,5,2
803898,2,5,2
803921,4,3,4
804779,2,5,2
804780,2,5,1
804781,1,5,3
804782,2,6,3
804783,2,5,2
804784,2,5,3
804785,2,5,2
804786,3,5,2
804787,2,6,3
804788,2,5,2
804789,2,5,2
804790,2,6,2
804791,2,6,2
804792,2,6,3
804793,2,5,2
804794,1,5,2
804795,2,5,1
804796,1,5,3
804797,3,5,1
804798,1,6,2
804800,3,5,1
804801,2,5,2
804802,2,5,2
804803,2,5,3
804804,2,6,2
804805,2,5,3
804806,2,6,2
804807,2,6,3
806057,3,6,1
806058,3,6,0
806060,2,6,2
806065,2,6,2
822956,2,5,2
822957,2,4,3
822958,2,5,3
822959,2,5,2
822960,2,5,2
822961,1,5,3
822963,2,5,2
822964,2,5,2
822969,2,5,2
822970,2,5,2
822971,2,5,2
822972,2,5,3
822973,2,5,2
822974,1,5,3
822975,2,5,2
822976,2,5,2
822977,2,4,3
822979,2,5,3
822980,2,5,3
822981,2,5,2
822983,2,5,3
822984,2,5,3
822986,2,5,3
822987,3,4,2
822988,3,5,2
822989,3,5,3
822990,2,5,2
822992,3,4,3
822995,2,5,2
822996,2,5,3
822997,2,4,2
822998,2,5,3
822999,2,5,3
823002,2,5,2
823003,2,5,2
823004,2,5,3
823005,2,5,3
823006,2,5,3
823007,2,5,3
823008,2,5,2
823009,3,5,3
823010,1,5,4
829699,2,5,2
829700,2,5,2
829701,2,5,3
829702,2,5,3
829704,3,5,2
829705,2,5,2
829706,2,5,3
829707,2,5,3
829708,2,5,2
829709,2,5,2
829710,2,5,2
829711,2,5,2
829712,2,5,2
829713,2,5,2
829715,2,5,3
829716,2,5,2
829717,1,5,4
829718,1,5,4
829719,1,5,3
829720,2,5,3
829721,2,5,3
829722,2,5,4
829723,2,5,3
829724,2,5,3
829725,1,5,4
829726,2,5,4
829728,2,4,3
829729,1,5,3
829730,1,5,4
829731,2,5,4
829732,2,5,3
829733,2,5,4
829734,2,5,3
829735,2,5,3
829736,2,5,4
829737,2,5,4
829738,2,5,4
829739,2,5,4
829740,2,5,3
829741,2,5,4
829742,1,5,3
829743,1,5,3
829744,1,5,4
829745,2,5,3
829746,1,5,4
829748,2,5,3
829749,1,5,3
829750,1,5,3
829751,2,5,3
829752,2,5,3
829753,1,5,3
829754,1,5,3
829755,2,5,4
829756,1,5,4
829757,1,5,3
829758,1,5,3
829759,1,5,3
829760,1,5,3
829761,1,5,4
829762,1,5,3
829764,1,5,4
829765,1,5,3
829766,2,5,4
829767,2,5,2
829768,2,6,3
829769,2,5,3
829770,2,6,2
829771,2,6,3
829772,3,5,3
831375,3,6,3
831376,3,6,2
831377,2,6,3
831378,3,5,2
831379,2,5,2
831380,3,6,2
831381,2,6,2
831382,2,6,3
831383,3,6,2
831384,3,6,2
831385,2,6,2
831386,2,6,2
831387,2,6,3
831388,2,6,3
831389,2,6,3
831390,2,6,2
831391,3,6,3
831392,3,6,2
831393,2,6,3
831394,3,6,2
831395,3,6,2
831396,2,5,3
831397,3,6,2
831398,3,6,2
831399,2,6,2
831400,3,6,2
831401,2,6,2
831402,2,6,2
831403,2,6,3
831404,2,6,3
831405,2,5,3
831406,2,6,3
831407,2,5,2
831408,3,6,2
831409,3,5,3
831410,2,6,3
831411,2,5,2
831412,2,6,3
831413,2,6,2
831414,2,5,3
831415,2,5,3
831416,2,6,3
831417,2,5,2
831418,3,6,2
831419,2,6,3
831420,2,6,3
831421,2,5,3
831422,2,5,3
831423,2,5,3
831424,2,6,3
831425,2,6,3
831426,2,6,3
831427,2,5,3
831428,2,6,3
831429,2,6,3
831430,2,6,3
831431,2,6,3
831433,2,6,3
831434,2,6,3
831435,1,6,3
831436,2,6,3
831437,2,5,3
831438,2,6,3
831439,2,6,3
831440,2,6,3
831441,2,6,3
831442,2,6,3
831443,2,6,3
831444,2,6,3
831445,2,6,3
831446,2,6,3
831447,2,6,3
831448,2,6,3
831449,2,6,3
831450,2,6,3
831451,2,6,3
831452,2,6,3
831453,2,5,3
831454,2,6,2
831455,2,6,3
831456,2,6,3
831457,2,6,3
831458,2,6,3
831459,2,6,3
831460,2,6,3
831461,2,6,3
831462,2,6,3
831463,2,6,3
831464,2,6,3
831465,2,6,3
831466,2,6,3
831467,2,6,2
831468,2,6,3
831469,2,6,3
831470,2,6,3
831471,2,6,3
831472,2,6,2
831473,2,6,2
831474,2,6,3
831475,2,6,3
831476,2,5,3
831477,3,6,2
831478,2,6,3
831479,3,5,2
831480,3,5,2
831481,3,6,2
831482,2,6,2
831483,2,5,3
831484,2,5,3
831485,2,6,3
831486,2,6,3
831487,1,6,3
831489,3,5,2
831490,3,6,2
831491,3,6,2
831492,3,5,2
831493,2,6,2
831494,3,5,2
831495,2,6,2
831496,2,5,3
831497,3,5,2
831498,2,6,2
831499,2,6,2
831500,2,5,2
831501,2,6,3
831502,3,6,2
831503,3,6,2
831504,3,5,2
831505,2,6,3
831506,3,6,3
831507,3,6,3
831508,2,6,3
831509,3,6,2
831510,2,6,3
831511,3,6,2
831512,3,6,2
831513,2,6,3
831514,3,6,2
831515,2,6,3
831516,2,6,2
831517,2,5,2
831518,2,6,3
831519,2,6,3
831520,2,6,2
831521,2,5,3
831522,2,5,3
831523,2,5,3
831524,2,6,3
831525,2,6,3
831526,2,6,4
831527,2,6,3
831528,2,5,3
831529,2,6,3
831530,2,6,4
831531,2,5,3
831532,2,6,3
831533,2,6,3
831534,2,6,3
831535,2,5,3
831536,2,6,3
831537,2,5,3
831538,2,6,3
831539,2,6,3
831540,2,6,3
831541,2,6,3
831542,2,6,3
831543,2,6,3
831544,2,5,3
831545,2,6,3
831546,2,6,3
831547,2,6,3
831548,2,6,3
831549,2,6,3
831550,2,6,4
831551,2,6,4
831552,2,6,3
831553,2,6,3
831554,2,6,3
831555,2,6,3
831556,2,6,3
831557,2,6,3
831558,2,6,3
831559,2,6,3
831560,2,6,3
831561,2,6,3
831562,2,6,3
831563,2,6,3
831564,2,6,3
831565,2,6,3
831566,2,6,3
831567,2,5,3
831568,2,6,3
831569,2,6,4
831570,2,6,3
831571,1,4,3
831572,2,5,3
831574,2,5,3
831575,2,5,2
831576,2,5,3
831577,2,5,3
831578,2,6,3
831579,2,6,2
831580,2,6,3
831581,2,5,3
831582,2,5,3
831583,2,5,3
831584,2,5,3
831585,1,4,3
831586,2,5,3
831587,2,5,3
831588,1,5,3
831589,2,6,2
831590,2,6,2
831591,2,5,3
831592,2,5,3
831593,2,5,2
831594,2,4,2
831595,2,5,2
831596,2,5,2
831597,2,6,2
831598,2,5,3
831599,2,6,2
831600,2,6,3
831601,2,6,2
831602,2,6,2
831603,2,6,2
831604,2,6,3
831605,2,6,3
831606,2,6,3
831607,2,5,3
831608,2,5,2
831609,2,5,2
831610,2,5,2
831611,2,5,2
831612,2,5,3
831613,2,5,2
831614,2,5,3
831615,2,4,3
831616,2,5,3
831617,2,4,3
831618,2,5,2
831619,1,4,2
831620,2,4,3
831621,2,4,3
831622,2,4,2
831623,2,4,3
831624,2,4,3
831625,2,4,3
831626,2,4,3
831627,2,4,3
831628,1,4,3
831631,2,4,3
831632,2,4,3
831633,2,4,3
831634,2,4,3
831635,2,4,4
831636,2,5,3
831637,2,5,3
831638,2,4,4
831639,1,4,3
831640,2,4,3
831641,2,4,3
831642,2,4,3
831643,2,4,3
831644,1,5,3
831645,2,5,3
831646,2,4,3
831647,2,4,3
831648,2,5,3
831649,2,5,3
831650,2,5,3
831651,2,4,3
831652,1,4,4
831653,2,4,3
831654,2,4,4
831655,2,4,4
831656,2,5,4
831657,2,4,4
831658,2,5,3
831659,2,4,3
831660,2,4,3
831661,2,4,4
831662,2,4,3
831663,2,4,3
831664,2,4,4
831665,2,4,4
831666,2,4,3
831667,2,4,4
831668,2,4,4
831669,2,4,3
831670,2,6,3
831671,2,5,3
831672,2,6,2
831673,2,5,3
835564,3,6,2
835565,3,5,2
835566,2,6,2
835567,3,6,3
835568,2,6,3
835569,3,6,2
835570,3,6,2
835571,3,6,3
835572,3,6,3
835573,3,6,1
835574,3,6,2
835575,3,6,3
835576,3,6,2
835577,3,6,2
835578,3,6,1
835579,4,6,2
835580,3,6,3
835581,3,6,3
835582,3,5,2
835583,3,6,1
835584,3,6,3
835585,3,6,3
835586,3,6,3
835587,3,6,3
835588,3,6,2
835589,2,6,2
835590,3,6,3
835591,3,6,3
835592,3,6,1
835593,3,6,2
835594,3,6,3
835595,3,6,2
835596,3,6,3
835597,3,6,2
835598,3,6,3
835599,3,6,3
835600,3,6,3
835601,3,6,2
835602,3,6,3
835603,3,6,2
835604,3,6,2
835605,2,6,3
835607,0,1,6
835608,2,6,2
835609,2,6,2
835610,1,6,3
835611,2,6,3
835612,2,6,3
835614,1,6,3
835615,2,6,3
835616,2,6,3
835617,2,6,3
835618,1,6,3
835619,1,6,3
835620,1,4,3
835621,2,6,3
835622,2,6,3
835623,2,6,4
835624,1,6,4
835625,2,5,3
835626,2,6,4
835627,2,6,3
835628,2,6,3
835629,3,5,3
835630,2,6,4
835631,2,6,3
835632,2,6,3
835633,1,6,3
835634,1,6,2
835635,2,6,3
835636,2,6,3
835637,2,6,3
835638,2,6,3
835639,2,6,3
835640,1,6,3
835641,2,6,2
835642,2,6,3
835643,2,6,2
835644,2,6,2
835645,2,6,3
835646,2,6,3
835647,1,6,3
835648,1,5,4
835649,2,6,2
835650,2,6,3
835651,3,6,2
835653,2,6,3
835654,2,6,4
835655,2,6,3
835656,2,6,3
835657,2,6,2
835658,3,5,4
835659,2,6,3
835660,2,6,2
835661,1,5,3
835662,2,5,3
835663,3,6,3
835664,2,5,3
835665,2,6,3
835666,2,6,3
835667,3,6,3
835668,2,4,3
835669,2,6,3
835670,3,6,3
835671,3,5,3
835672,2,6,3
835673,2,6,3
835674,2,6,2
835675,2,5,4
835676,3,6,3
835677,3,6,2
835678,2,5,4
835679,2,6,2
835680,2,6,3
835681,1,6,3
835682,2,6,3
835683,2,6,3
835684,2,4,3
835685,3,6,3
835686,2,6,2
